Gesamt Kosten (Mio):           23.512267
t                   Spot                Nachfrage           SpeicherStand       Turbine             Pumpe               ErzKosten           StartKosten         Erzeugung GuD       Erzeugung GT        Erzeugung LW20.00
                 530               70.00                 213                 829                   0                 300                 377               0.000                   0                 263                 250
                 531               70.00                 205                 873                   0                  45                 377               0.000                   0                   0                 250
                 532               70.00                 206                 916                   0                  44                 377               0.000                   0                   0                 250
                 533               70.00                 251                 926                   0                   0                 377               0.000                   0                   1                 250
                 534               70.00                 409                 936                   0                   0                 377               0.000                   0                 159                 250
                 535               93.33                 553                 943                   3                   0                 377               0.000                   0                 300                 250
                 536               93.33                 554                 949                   4                   0                 377               0.000                   0                 300                 250
                 537               93.33                 550                 959                   0                   0                 377               0.000                   0                 300                 250
                 538               93.33                 556                 963                   6                   0                 377               0.000                   0                 300                 250
                 539               93.33                 552                 971                   2                   0                 377               0.000                   0                 300                 250
                 540               93.33                 552                 979                   2                   0                 377               0.000                   0                 300                 250
                 541               93.33                 556                 983                   6                   0                 377               0.000                   0                 300                 250
                 542               93.33                 559                 984                   9                   0                 377               0.000                   0                 300                 250
                 543               93.33                 558                 986                   8                   0                 377               0.000                   0                 300                 250
                 544               93.33                 553                 993                   3                   0                 377               0.000                   0                 300                 250
                 545               93.33                 552                1001                   2                   0                 377               0.000                   0                 300                 250
                 546               93.33                 608                 953                  58                   0                 377               0.000                   0                 300                 250
                 547               70.00                 408                1070                   0                 142                 377               0.000                   0                 300                 250
                 548               70.00                 407                1187                   0                 143                 377               0.000                   0                 300                 250
                 549               70.00                 307                1197                   0                   0                 377               0.000                   0                  57                 250
                 550               70.00                 310                1207                   0                   0                 377               0.000                   0                  60                 250
                 551               70.00                 303                1402                   0                 247                 377               0.000                   0                 300                 250
                 552               70.00                 256                1632                   0                 294                 377               0.000                   0                 300                 250
                 553               70.00                 250                1868                   0                 300                 366               0.000                   0                 300                 250
                 554               70.00                 250                1878                   0                   0                 366               0.000                   0                   0                 250
                 555               70.00                 250                1970                   0                 110                 366               0.000                   0                 110                 250
                 556               70.00                 250                1980                   0                   0                 366               0.000                   0                   0                 250
                 557               70.00                 250                1990                   0                   0                 366               0.000                   0                   0                 250
                 558               70.00                 400                2000                   0                   0                 366               0.000                   0                 150                 250
                 559              367.67                 700                1936                  74                   0                 366            1527.273                  76                 300                 250
                 560              367.67                 800                1773                 174                   0                 366               0.000                  76                 300                 250
                 561              367.67                 800                1609                 174                   0                 366               0.000                  76                 300                 250
                 562              367.67                 800                1445                 174                   0                 366               0.000                  76                 300                 250
                 563              367.67                 800                1282                 174                   0                 366               0.000                  76                 300                 250
                 564              367.67                 800                1118                 174                   0                 366               0.000                  76                 300                 250
                 565              367.67                 800                 955                 174                   0                 366               0.000                  76                 300                 250
                 566              367.67                 800                 791                 174                   0                 366               0.000                  76                 300                 250
                 567              367.67                 900                 527                 274                   0                 366               0.000                  76                 300                 250
                 568              367.67                 900                 264                 274                   0                 366               0.000                  76                 300                 250
                 569              367.67                 900                   0                 274                   0                 366               0.000                  76                 300                 250
                 570              365.85                 600                   0                  10                   0                 366               0.000                  40                 300                 250
                 571               70.00                 400                  10                   0                   0                 366               0.000                   0                 150                 250
                 572               70.00                 400                 132                   0                 150                 366               0.000                   0                 300                 250
                 573               70.00                 300                 260                   0                 157                 366               0.000                   0                 207                 250
                 574               70.00                 300                 270                   0                   0                 366               0.000                   0                  50                 250
                 575               70.00                 300                 468                   0                 250                 366               0.000                   0                 300                 250
                 576               70.00                 250                 702                   0                 300                 366               0.000                   0                 300                 250
                 577               70.00                 250                 938                   0                 300                 371               0.000                   0                 300                 250
                 578               70.00                 250                1172                   0                 300                 371               0.000                   0                 300                 250
                 579               70.00                 250                1408                   0                 300                 371               0.000                   0                 300                 250
                 580               70.00                 250                1642                   0                 300                 371               0.000                   0                 300                 250
                 581               70.00                 250                1878                   0                 300                 371               0.000                   0                 300                 250
                 582               70.00                 400                2000                   0                 150                 371               0.000                   0                 300                 250
                 583              371.28                 700                1970                  40                   0                 371            2206.897                 110                 300                 250
                 584              371.28                 900                1680                 300                   0                 371               0.000                  50                 300                 250
                 585              371.28                 800                1551                 140                   0                 371               0.000                 110                 300                 250
                 586              371.28                 800                1355                 206                   0                 371               0.000                  44                 300                 250
                 587              371.28                 800                1225                 140                   0                 371               0.000                 110                 300                 250
                 588              371.28                 800                1096                 140                   0                 371               0.000                 110                 300                 250
                 589              371.28                 800                 966                 140                   0                 371               0.000                 110                 300                 250
                 590              371.28                 800                 770                 206                   0                 371               0.000                  44                 300                 250
                 591              391.28                1000                 480                 300                   0                 371             793.103                 150                 300                 250
                 592              371.28                1000                 190                 300                   0                 371               0.000                 150                 300                 250
                 593              371.28                 900                   0                 200                   0                 371               0.000                 150                 300                 250
                 594              371.28                 600                   0                  10                   0                 371               0.000                  40                 300                 250
                 595               70.00                 400                 122                   0                 150                 371               0.000                   0                 300                 250
                 596               70.00                 400                 245                   0                 150                 371               0.000                   0                 300                 250
                 597               70.00                 300                 442                   0                 250                 371               0.000                   0                 300                 250
                 598               70.00                 300                 640                   0                 250                 371               0.000                   0                 300                 250
                 599               70.00                 300                 650                   0                   0                 371               0.000                   0                  50                 250
                 600               70.00                 250                 885                   0                 300                 371               0.000                   0                 300                 250
                 601               70.00                 250                1120                   0                 300                 379               0.000                   0                 300                 250
                 602               70.00                 250                1355                   0                 300                 379               0.000                   0                 300                 250
                 603               70.00                 250                1590                   0                 300                 379               0.000                   0                 300                 250
                 604               70.00                 250                1642                   0                  57                 379               0.000                   0                  57                 250
                 605               70.00                 250                1878                   0                 300                 379               0.000                   0                 300                 250
                 606               70.00                 400                2000                   0                 150                 379               0.000                   0                 300                 250
                 607              378.78                 700                1985                  25                   0                 379            2500.000                 125                 300                 250
                 608              378.78                 900                1695                 300                   0                 379               0.000                  50                 300                 250
                 609              378.78                 800                1594                 111                   0                 379             285.714                 139                 300                 250
                 610              378.78                 800                1410                 194                   0                 379               0.000                  56                 300                 250
                 611              378.78                 800                1320                 100                   0                 379             214.286                 150                 300                 250
                 612              378.78                 800                1140                 190                   0                 379               0.000                  60                 300                 250
                 613              378.78                 800                 960                 190                   0                 379               0.000                  60                 300                 250
                 614              378.78                 800                 870                 100                   0                 379               0.000                 150                 300                 250
                 615              398.78                1000                 580                 300                   0                 379               0.000                 150                 300                 250
                 616              378.78                1000                 290                 300                   0                 379               0.000                 150                 300                 250
                 617              378.78                 900                   0                 300                   0                 379               0.000                  50                 300                 250
                 618              378.78                 600                   0                  10                   0                 379               0.000                  40                 300                 250
                 619               70.00                 400                 122                   0                 150                 379               0.000                   0                 300                 250
                 620               70.00                 400                 132                   0                   0                 379               0.000                   0                 150                 250
                 621               70.00                 300                 330                   0                 250                 379               0.000                   0                 300                 250
                 622               70.00                 300                 528                   0                 250                 379               0.000                   0                 300                 250
                 623               70.00                 300                 538                   0                   0                 379               0.000                   0                  50                 250
                 624               70.00                 250                 772                   0                 300                 379               0.000                   0                 300                 250
                 625               70.00                 250                1008                   0                 300                 369               0.000                   0                 300                 250
                 626               70.00                 250                1242                   0                 300                 369               0.000                   0                 300                 250
                 627               70.00                 250                1408                   0                 207                 369               0.000                   0                 207                 250
                 628               70.00                 250                1642                   0                 300                 369               0.000                   0                 300                 250
                 629               70.00                 250                1878                   0                 300                 369               0.000                   0                 300                 250
                 630               70.00                 400                2000                   0                 150                 369               0.000                   0                 300                 250
                 631               93.33                 700                1860                 150                   0                 369               0.000                   0                 300                 250
                 632              388.97                 900                1570                 300                   0                 369            1000.000                  50                 300                 250
                 633               93.33                 800                1330                 250                   0                 369               0.000                   0                 300                 250
                 634               70.00                 500                1340                   0                   0                 369               0.000                   0                 250                 250
                 635               70.00                 500                1350                   0                   0                 369               0.000                   0                 250                 250
                 636               70.00                 500                1398                   0                  50                 369               0.000                   0                 300                 250
                 637               93.33                 700                1258                 150                   0                 369               0.000                   0                 300                 250
                 638               93.33                 700                1118                 150                   0                 369               0.000                   0                 300                 250
                 639              368.97                 900                 828                 300                   0                 369            1000.000                  50                 300                 250
                 640              388.97                1000                 538                 300                   0                 369            2000.000                 150                 300                 250
                 641              368.97                 900                 248                 300                   0                 369               0.000                  50                 300                 250
                 642               93.33                 600                 208                  50                   0                 369               0.000                   0                 300                 250
                 643               70.00                 400                 218                   0                   0                 369               0.000                   0                 150                 250
                 644               70.00                 400                 228                   0                   0                 369               0.000                   0                 150                 250
                 645               70.00                 300                 425                   0                 250                 369               0.000                   0                 300                 250
                 646               70.00                 300                 622                   0                 250                 369               0.000                   0                 300                 250
                 647               70.00                 300                 632                   0                   0                 369               0.000                   0                  50                 250
                 648               70.00                 250                 868                   0                 300                 369               0.000                   0                 300                 250
                 649               70.00                 250                1102                   0                 300                 376               0.000                   0                 300                 250
                 650               70.00                 250                1338                   0                 300                 376               0.000                   0                 300                 250
                 651               70.00                 250                1520                   0                 230                 376               0.000                   0                 230                 250
                 652               70.00                 250                1755                   0                 300                 376               0.000                   0                 300                 250
                 653               70.00                 250                1990                   0                 300                 376               0.000                   0                 300                 250
                 654               70.00                 400                2000                   0                   0                 376               0.000                   0                 150                 250
                 655              395.70                1000                1710                 300                   0                 376            3000.000                 150                 300                 250
                 656              375.70                1000                1420                 300                   0                 376               0.000                 150                 300                 250
                 657              375.70                 900                1130                 300                   0                 376               0.000                  50                 300                 250
                 658              375.70                 600                1090                  50                   0                 376               0.000                   0                 300                 250
                 659              375.70                 700                 950                 150                   0                 376               0.000                   0                 300                 250
                 660              281.78                 500                 998                   0                  50                 376               0.000                   0                 300                 250
                 661              375.70                 700                 858                 149                   0                 376              35.714                   1                 300                 250
                 662              375.70                 700                 720                 148                   0                 376               0.000                   2                 300                 250
                 663              375.70                 900                 430                 300                   0                 376            2464.286                  50                 300                 250
                 664              395.70                1000                 140                 300                   0                 376             500.000                 150                 300                 250
                 665              375.70                 700                   0                 150                   0                 376               0.000                   0                 300                 250
                 666               70.00                 500                  10                   0                   0                 376               0.000                   0                 250                 250
                 667               70.00                 400                  20                   0                   0                 376               0.000                   0                 150                 250
                 668               70.00                 400                  30                   0                   0                 376               0.000                   0                 150                 250
                 669               70.00                 300                  40                   0                   0                 376               0.000                   0                  50                 250
                 670               70.00                 300                  50                   0                   0                 376               0.000                   0                  50                 250
                 671               70.00                 300                  60                   0                   0                 376               0.000                   0                  50                 250
                 672               70.00                 250                  70                   0                   0                 376               0.000                   0                   0                 250
                 673               70.00                 200                 118                   0                  50                 388               0.000                   0                   0                 250
                 674               70.00                 210                 158                   0                  40                 388               0.000                   0                   0                 250
                 675               70.00                 200                 205                   0                  50                 388               0.000                   0                   0                 250
                 676               70.00                 200                 440                   0                 300                 388               0.000                   0                 250                 250
                 677               70.00                 250                 470                   0                  27                 388               0.000                   0                  27                 250
                 678               70.00                 400                 480                   0                   0                 388               0.000                   0                 150                 250
                 679               93.33                 600                 440                  50                   0                 388               0.000                   0                 300                 250
                 680               93.33                 600                 400                  50                   0                 388               0.000                   0                 300                 250
                 681               93.33                 600                 360                  50                   0                 388               0.000                   0                 300                 250
                 682               93.33                 600                 320                  50                   0                 388               0.000                   0                 300                 250
                 683               93.33                 600                 280                  50                   0                 388               0.000                   0                 300                 250
                 684               93.33                 600                 240                  50                   0                 388               0.000                   0                 300                 250
                 685               93.33                 600                 200                  50                   0                 388               0.000                   0                 300                 250
                 686               93.33                 600                 160                  50                   0                 388               0.000                   0                 300                 250
                 687               93.33                 600                 120                  50                   0                 388               0.000                   0                 300                 250
                 688               93.33                 600                  80                  50                   0                 388               0.000                   0                 300                 250
                 689               93.33                 600                  40                  50                   0                 388               0.000                   0                 300                 250
                 690               93.33                 600                   0                  50                   0                 388               0.000                   0                 300                 250
                 691               70.00                 400                  10                   0                   0                 388               0.000                   0                 150                 250
                 692               70.00                 400                 132                   0                 150                 388               0.000                   0                 300                 250
                 693               70.00                 300                 330                   0                 250                 388               0.000                   0                 300                 250
                 694               70.00                 300                 340                   0                   0                 388               0.000                   0                  50                 250
                 695               70.00                 300                 361                   0                  15                 388               0.000                   0                  65                 250
                 696               70.00                 250                 371                   0                   0                 388               0.000                   0                   0                 250
                 697               70.00                 201                 606                   0                 300                 379               0.000                   0                 251                 250
                 698               70.00                 213                 644                   0                  37                 379               0.000                   0                   0                 250
                 699               70.00                 205                 688                   0                  45                 379               0.000                   0                   0                 250
                 700               70.00                 206                 731                   0                  44                 379               0.000                   0                   0                 250
                 701               70.00                 251                 741                   0                   0                 379               0.000                   0                   1                 250
                 702               70.00                 409                 856                   0                 141                 379               0.000                   0                 300                 250
                 703               93.33                 553                 864                   3                   0                 379               0.000                   0                 300                 250
                 704               93.33                 554                 870                   4                   0                 379               0.000                   0                 300                 250
                 705               93.33                 550                 880                   0                   0                 379               0.000                   0                 300                 250
                 706               93.33                 556                 884                   6                   0                 379               0.000                   0                 300                 250
                 707               93.33                 552                 892                   2                   0                 379               0.000                   0                 300                 250
                 708               93.33                 552                 900                   2                   0                 379               0.000                   0                 300                 250
                 709               93.33                 556                 904                   6                   0                 379               0.000                   0                 300                 250
                 710               93.33                 559                 904                   9                   0                 379               0.000                   0                 300                 250
                 711               93.33                 558                 906                   8                   0                 379               0.000                   0                 300                 250
                 712               93.33                 553                 914                   3                   0                 379               0.000                   0                 300                 250
                 713               93.33                 552                 922                   2                   0                 379               0.000                   0                 300                 250
                 714               93.33                 608                 874                  58                   0                 379               0.000                   0                 300                 250
                 715               70.00                 408                 990                   0                 142                 379               0.000                   0                 300                 250
                 716               70.00                 407                1000                   0                   0                 379               0.000                   0                 157                 250
                 717               70.00                 307                1010                   0                   0                 379               0.000                   0                  57                 250
                 718               70.00                 310                1020                   0                   0                 379               0.000                   0                  60                 250
                 719               70.00                 303                1030                   0                   0                 379               0.000                   0                  53                 250
                 720               70.00                 256                1040                   0                   0                 379               0.000                   0                   6                 250
                 721               70.00                 250                1050                   0                   0                 380               0.000                   0                   0                 250
                 722               70.00                 250                1285                   0                 300                 380               0.000                   0                 300                 250
                 723               70.00                 250                1520                   0                 300                 380               0.000                   0                 300                 250
                 724               70.00                 250                1755                   0                 300                 380               0.000                   0                 300                 250
                 725               70.00                 250                1990                   0                 300                 380               0.000                   0                 300                 250
                 726               70.00                 400                2000                   0                   0                 380               0.000                   0                 150                 250
                 727              382.04                 700                1936                  74                   0                 380            1527.273                  76                 300                 250
                 728              382.04                 800                1773                 174                   0                 380               0.000                  76                 300                 250
                 729              382.04                 800                1609                 174                   0                 380               0.000                  76                 300                 250
                 730              382.04                 800                1445                 174                   0                 380               0.000                  76                 300                 250
                 731              382.04                 800                1282                 174                   0                 380               0.000                  76                 300                 250
                 732              382.04                 800                1118                 174                   0                 380               0.000                  76                 300                 250
                 733              382.04                 800                 955                 174                   0                 380               0.000                  76                 300                 250
                 734              382.04                 800                 791                 174                   0                 380               0.000                  76                 300                 250
                 735              382.04                 900                 527                 274                   0                 380               0.000                  76                 300                 250
                 736              382.04                 900                 264                 274                   0                 380               0.000                  76                 300                 250
                 737              382.04                 900                   0                 274                   0                 380               0.000                  76                 300                 250
                 738              380.22                 600                   0                  10                   0                 380               0.000                  40                 300                 250
                 739               70.00                 400                  10                   0                   0                 380               0.000                   0                 150                 250
                 740               70.00                 400                  20                   0                   0                 380               0.000                   0                 150                 250
                 741               70.00                 300                 218                   0                 250                 380               0.000                   0                 300                 250
                 742               70.00                 300                 415                   0                 250                 380               0.000                   0                 300                 250
                 743               70.00                 300                 612                   0                 250                 380               0.000                   0                 300                 250
                 744               70.00                 250                 848                   0                 300                 380               0.000                   0                 300                 250
                 745               70.00                 250                 938                   0                 107                 378               0.000                   0                 107                 250
                 746               70.00                 250                1172                   0                 300                 378               0.000                   0                 300                 250
                 747               70.00                 250                1408                   0                 300                 378               0.000                   0                 300                 250
                 748               70.00                 250                1642                   0                 300                 378               0.000                   0                 300                 250
                 749               70.00                 250                1878                   0                 300                 378               0.000                   0                 300                 250
                 750               70.00                 400                2000                   0                 150                 378               0.000                   0                 300                 250
                 751              378.33                 700                1976                  34                   0                 378            2312.500                 116                 300                 250
                 752              378.33                 900                1686                 300                   0                 378               0.000                  50                 300                 250
                 753              378.33                 800                1561                 134                   0                 378               0.000                 116                 300                 250
                 754              378.33                 800                1437                 134                   0                 378               0.000                 116                 300                 250
                 755              378.33                 800                1243                 204                   0                 378               0.000                  46                 300                 250
                 756              378.33                 800                1119                 134                   0                 378               0.000                 116                 300                 250
                 757              378.33                 800                 994                 134                   0                 378               0.000                 116                 300                 250
                 758              378.33                 800                 870                 134                   0                 378               0.000                 116                 300                 250
                 759              378.33                1000                 580                 300                   0                 378             687.500                 150                 300                 250
                 760              398.33                1000                 290                 300                   0                 378               0.000                 150                 300                 250
                 761              378.33                 900                   0                 300                   0                 378               0.000                  50                 300                 250
                 762              378.33                 600                   0                  10                   0                 378               0.000                  40                 300                 250
                 763               70.00                 400                 122                   0                 150                 378               0.000                   0                 300                 250
                 764               70.00                 400                 245                   0                 150                 378               0.000                   0                 300                 250
                 765               70.00                 300                 370                   0                 153                 378               0.000                   0                 203                 250
                 766               70.00                 300                 568                   0                 250                 378               0.000                   0                 300                 250
                 767               70.00                 300                 765                   0                 250                 378               0.000                   0                 300                 250
                 768               70.00                 250                1000                   0                 300                 378               0.000                   0                 300                 250
