Gesamt Gewinn (Mio):          146.179431
t                   Spot                SpeicherStand       Turbine             Pumpe               ErzKosten           StartKosten         Erzeugung GuD       Erzeugung GT        Erzeugung LW20.00
                 729              387.74                1205                   0                   0                 380               0.000                 500                 300                 250
                 730              417.82                1090                 125                   0                 380               0.000                 500                 300                 250
                 731              408.52                1100                   0                   0                 380               0.000                 500                 300                 250
                 732              388.88                1110                   0                   0                 380               0.000                 500                 300                 250
                 733              401.04                1120                   0                   0                 380               0.000                 500                 300                 250
                 734              370.09                1130                   0                   0                 380               0.000                   0                 300                 250
                 735              343.35                1140                   0                   0                 380               0.000                   0                 300                 250
                 736              366.27                1150                   0                   0                 380               0.000                   0                 300                 250
                 737              390.99                1160                   0                   0                 380           10000.000                 500                 300                 250
                 738              426.37                 870                 300                   0                 380               0.000                 500                 300                 250
                 739              477.86                 580                 300                   0                 380               0.000                 500                 300                 250
                 740              478.34                 290                 300                   0                 380               0.000                 500                 300                 250
                 741              451.19                   0                 300                   0                 380               0.000                 500                 300                 250
                 742              396.96                   0                  10                   0                 380               0.000                 500                 300                 250
                 743              378.37                  10                   0                   0                 380               0.000                   0                 300                 250
                 744              357.24                  20                   0                   0                 380               0.000                   0                 300                 250
                 745              314.82                  30                   0                   0                 378               0.000                   0                 300                 250
                 746              278.98                 265                   0                 300                 378               0.000                   0                 300                 250
                 747              231.73                 500                   0                 300                 378               0.000                   0                 300                 250
                 748              226.64                 735                   0                 300                 378               0.000                   0                 300                 250
                 749              232.73                 970                   0                 300                 378               0.000                   0                 300                 250
                 750              267.18                1205                   0                 300                 378               0.000                   0                 300                 250
                 751              276.78                1440                   0                 300                 378               0.000                   0                 300                 250
                 752              293.78                1450                   0                   0                 378               0.000                   0                 300                 250
                 753              319.46                1460                   0                   0                 378               0.000                   0                 300                 250
                 754              365.05                1470                   0                   0                 378               0.000                   0                 300                 250
                 755              354.99                1480                   0                   0                 378               0.000                   0                 300                 250
                 756              327.12                1490                   0                   0                 378               0.000                   0                 300                 250
                 757              334.23                1500                   0                   0                 378               0.000                   0                 300                 250
                 758              303.16                1510                   0                   0                 378               0.000                   0                 300                 250
                 759              290.97                1585                   0                  87                 378               0.000                   0                 300                 250
                 760              293.26                1595                   0                   0                 378               0.000                   0                 300                 250
                 761              300.73                1605                   0                   0                 378               0.000                   0                 300                 250
                 762              370.63                1615                   0                   0                 378               0.000                   0                 300                 250
                 763              431.56                1325                 300                   0                 378           10000.000                 500                 300                 250
                 764              445.87                1035                 300                   0                 378               0.000                 500                 300                 250
                 765              423.13                 745                 300                   0                 378               0.000                 500                 300                 250
                 766              366.46                 755                   0                   0                 378               0.000                   0                 300                 250
                 767              302.79                 765                   0                   0                 378               0.000                   0                 300                 250
                 768              277.83                1000                   0                 300                 378               0.000                   0                 300                 250
